search URL:,https://patents.google.com/?q=%22digital+identity%22&before=priority:20141231&after=priority:20100101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10453159-B2,Digital identity ,"Consumerinfo.Com, Inc.",Mark Joseph Kapczynski,2013-05-23,2017-07-28,2019-10-22,2019-10-22,https://patents.google.com/patent/US10453159B2/en,https://patentimages.storage.googleapis.com/d9/41/be/efd550c0fc588d/US10453159-20191022-D00000.png
US-10756906-B2,Architecture and methods for self-sovereign digital identity ,Kalman Csaba Toth,Kalman Csaba Toth,2013-10-01,2018-11-12,2020-08-25,2020-08-25,https://patents.google.com/patent/US10756906B2/en,https://patentimages.storage.googleapis.com/a0/65/1a/8116cef14f5631/US10756906-20200825-D00000.png
US-9215592-B2,Configurable personal digital identity device responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2015-12-15,2015-12-15,https://patents.google.com/patent/US9215592B2/en,https://patentimages.storage.googleapis.com/a4/97/65/d04eefe932c463/US09215592-20151215-D00000.png
US-9183371-B2,Personal digital identity device with microphone ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2015-11-10,2015-11-10,https://patents.google.com/patent/US9183371B2/en,https://patentimages.storage.googleapis.com/22/28/76/b694f7418ed7b5/US09183371-20151110-D00000.png
US-8892697-B2,System and digital token for personal identity verification ,Dhana Systems Corp.,Prashant Nema,2012-07-24,2012-07-24,2014-11-18,2014-11-18,https://patents.google.com/patent/US8892697B2/en,https://patentimages.storage.googleapis.com/eb/a5/0c/c13c5c48ad3402/US08892697-20141118-D00000.png
US-10721071-B2,Wearable personal digital identity card for fingerprint bound access to a cloud service ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2019-11-06,2020-07-21,2020-07-21,https://patents.google.com/patent/US10721071B2/en,https://patentimages.storage.googleapis.com/72/d9/82/3342078cc36973/US10721071-20200721-D00000.png
US-8635445-B2,Method for digital identity authentication ,"Blackridge Technology Holdings, Inc.",John W. Hayes,2010-02-01,2012-08-16,2014-01-21,2014-01-21,https://patents.google.com/patent/US8635445B2/en,https://patentimages.storage.googleapis.com/3b/28/f2/e32d1a50461ce9/US08635445-20140121-D00000.png
US-9207650-B2,Configurable personal digital identity device responsive to user interaction with user authentication factor captured in mobile device ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty",2013-03-15,2013-03-15,2015-12-08,2015-12-08,https://patents.google.com/patent/US9207650B2/en,https://patentimages.storage.googleapis.com/b7/10/8f/4fde783fda938c/US09207650-20151208-D00000.png
US-9659295-B2,Personal digital identity device with near field and non near field radios for access control ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2016-08-26,2017-05-23,2017-05-23,https://patents.google.com/patent/US9659295B2/en,https://patentimages.storage.googleapis.com/77/58/13/4afb69d686fbf8/US09659295-20170523-D00000.png
US-9576281-B2,Configurable personal digital identity card with motion sensor responsive to user interaction ,"Tyfone, Inc.","Siva G. Narendra, Prabhakar Tadepalli, Saurav Chakraborty, Donald Allen Bloodworth",2013-03-15,2016-08-16,2017-02-21,2017-02-21,https://patents.google.com/patent/US9576281B2/en,https://patentimages.storage.googleapis.com/b6/b1/aa/7728bbdc9506d8/US09576281-20170221-D00000.png
